Store No,Opportunity Est Date,Product,Opportunity ID,Opportunity Name,Project_Status,Opportunity_Status, Opportunity Usage ,Opportunity Stage
74848132,30/06/2018,products: Infrastructure Migration,pr8939,default method for experimentation,Active,In Progress,"13,650",Stage 1
41818594,15/06/2018,products: EAI,pr8940,ACT Premium enabled,Active,In Progress,800,Stage 2
41010143,31/03/2018,products: EAI,pr8941,default method for experimentation,Active,Completed,"1,000",Stage 1
89393970,30/11/2017,products: Infrastructure Migration,pr8942,App production,Active,In Progress,"2,000",Stage 5
97878594,08/04/2019,products: EAI,pr8943, Back Up And DR,Inactive,Completed,800,Stage 0
99696209,30/04/2018,products: Infrastructure Migration,pr8944, Back Up And DR,Active,In Progress,"7,000",Stage 2
96969142,26/09/2019,products: Disaster Recovery,pr8945,phase projects,Inactive,Completed,"5,000",Stage 4
82424132,01/01/2020,products: Datacenter Migration,pr8946,Managed Instance,Active,In Progress,"59,105",Stage 4
54343604,19/12/2018,products: Datacenter Migration,pr8947,Phase of Data Migration,Active,In Progress,"1,365",Stage 4
21818156,09/11/2017,products: Infrastructure Migration,pr8948,App production,Active,In Progress,"-1,000",Stage 5
78484143,30/03/2018,products: Infrastructure Migration,pr8949,App production,Inactive,Completed,"5,460",Stage 0
47878124,30/09/2019,products: EAI,pr8950,Acceleration Transfer,Active,In Progress,"10,000",Stage 3
45353143,10/12/2018,products: Infrastructure Migration,pr8951,Managed disks migration,Active,In Progress,"13,000",Stage 4
55252101,30/11/2018,products: EAI,pr8952,App production,-,-,"20,000",Stage 1
8686522,14/02/2018,products: EAI,pr8953,default method for experimentation,-,-,300,Stage 0
68888109,25/06/2018,products: Disaster Recovery,pr8954,Managed Disk implementation,Inactive,In Progress,"1,638",Stage 4
84949133,17/07/2019,products: EAI,pr8955,ACT Premium enabled,-,-,"1,000",Stage 2
13131147,28/06/2019,products: EAI,pr8956,default method for experimentation,Active,In Progress,100,Stage 4
32121521,28/06/2019,products: EAI,pr8957,Phase of Data Migration,Inactive,In Progress,100,Stage 0
29393604,30/03/2018,products: EAI,pr8958,Acceleration Transfer,Inactive,In Progress,320,Stage 0
98585975,31/10/2018,products: Infrastructure Migration,pr8959,Access to All users,Active,In Progress,"1,365",Stage 5
12929521,21/09/2018,products: Azure Stack,pr8960,Acceleration in Projects,Active,In Progress,"10,000",Stage 3
23737619,31/01/2018,products: Infrastructure Migration,pr8961,respond to RFPA,Inactive,In Progress,"12,285",Stage 0
96464132,30/04/2018,products: EAI,pr8962,Account setup,-,-,100,Stage 5
14444106,29/06/2018,products: Infrastructure Migration,pr8963,Managed Instance,Active,In Progress,"2,730",Stage 3
93939523,13/02/2018,products: EAI,pr8964,phase projects,Active,In Progress,683,Stage 3
94545603,01/05/2019,products: Datacenter Migration,pr8965,Acceleration Transfer,Active,In Progress,"1,365",Stage 0
75858109,07/07/2019,products: Infrastructure Migration,pr8966,phase of migration,Inactive,Completed,"30,000",Stage 2
97575522,01/02/2018,products: EAI,pr8967,Managed disks migration,Inactive,In Progress,"3,000",Stage 1
81313144,22/08/2019,products: Infrastructure Migration,pr8968,Client onboarding,Active,In Progress,"6,000",Stage 1
99696211,31/01/2018,products: EAI,pr8969,Manufacturing Images,Active,In Progress,200,Stage 0
99393521,21/03/2019,products: Disaster Recovery,pr8970,Account setup,-,-,"2,000",Stage 1
62222129,04/06/2018,products: Disaster Recovery,pr8971,phase rollout,Inactive,In Progress,500,Stage 0
27575106,28/06/2019,products: EAI,pr8972,Achieve Storage,Inactive,Completed,800,Stage 5
28686156,31/05/2018,products: EAI,pr8973,Acceleration Transfer,Active,In Progress,500,Stage 1
19898153,30/06/2019,products: Datacenter Migration,pr8974,Accuvate initial work,Active,In Progress,341,Stage 1
30606604,30/09/2019,products: EAI,pr8975,Managed Disks,Active,Completed,"3,300",Stage 4
67676520,18/09/2018,products: Datacenter Migration,pr8976,Client onboarding,Inactive,In Progress,"2,000",Stage 3
79292522,31/03/2018,products: Azure Stack,pr8977,phase rollout,Active,In Progress,"2,048",Stage 2
91818594,30/03/2018,products: EAI,pr8978,App Sprint,Inactive,In Progress,100,Stage 2
42222153,30/04/2018,products: EAI,pr8979,Phase of Data Migration,Active,In Progress,100,Stage 4
60303594,15/06/2018,products: EAI,pr8980,Phase of Data Migration,Active,In Progress,800,Stage 4
28686156,30/09/2018,products: EAI,pr8981,Manufacturing Images,Inactive,In Progress,500,Stage 4
3333165,31/10/2017,products: Infrastructure Migration,pr8982,App production,Inactive,In Progress,"5,000",Stage 4
19292522,28/09/2018,products: Infrastructure Migration,pr8983, Back Up And DR,Active,In Progress,"1,000",Stage 3
96969142,15/06/2018,products: EAI,pr8984,App Migration,Active,In Progress,800,Stage 2
15959132,25/10/2018,products: EAI,pr8985,Account set up,Inactive,Completed,100,Stage 4
93939523,01/05/2018,products: Infrastructure Migration,pr8986,Account setup,Inactive,In Progress,"20,000",Stage 4
8686522,07/02/2018,products: Infrastructure Migration,pr8987,Client onboarding,Active,In Progress,100,Stage 1
78787111,26/04/2019,products: EAI,pr8988,phase of migration,Active,In Progress,"1,024",Stage 2
71616520,29/11/2018,products: EAI,pr8989,App production,Inactive,In Progress,"4,500",Stage 4
71515614,31/10/2018,products: Disaster Recovery,pr8990,Managed Instance,Inactive,Completed,"5,000",Stage 5
58080144,29/03/2019,products: Infrastructure Migration,pr8991,Managed Disks,Inactive,In Progress,"4,000",Stage 3
8383524,30/03/2018,products: EAI,pr8992,phase projects,-,-,100,Stage 3
71515614,05/05/2019,products: Disaster Recovery,pr8993,App Sprint,Inactive,Completed,"5,460",Stage 2
63131124,18/01/2018,products: Infrastructure Migration,pr8994,phase projects,Active,In Progress,"12,285",Stage 5
91818594,31/05/2019,products: Networking apps,pr8995,Account setup,Inactive,In Progress,683,Stage 4
75858109,31/12/2018,products: Disaster Recovery,pr8996,App Sprint,Active,In Progress,"12,285",Stage 1
8686522,31/03/2018,products: EAI,pr8997,Managed Disk implementation,Active,In Progress,300,Stage 0
46363521,26/11/2018,products: High Performance Compute,pr8998,Accuvate initial work,Active,In Progress,"7,000",Stage 0
28686156,31/10/2018,products: Infrastructure Migration,pr8999,default method for experimentation,Active,In Progress,500,Stage 1
24747845,30/03/2018,products: EAI,pr9000,phase projects,Inactive,In Progress,100,Stage 5
39898184,18/04/2018,products: EAI,pr9001,App Sprint,Active,In Progress,"1,000",Stage 3
38686966,14/01/2018,products: EAI,pr9002,Acceleration in Projects,Inactive,In Progress,273,Stage 4
93939111,08/09/2019,products: Networking apps,pr9003,phase projects,Inactive,In Progress,"40,000",Stage 3
47979520,31/03/2019,products: Disaster Recovery,pr9004,default method for experimentation,Active,In Progress,"20,475",Stage 0
25858845,29/03/2019,products: Infrastructure Migration,pr9005,Managed Disk implementation,Inactive,Completed,"27,300",Stage 3
69393112,30/06/2019,products: Infrastructure Migration,pr9006,Managed Instance,Active,In Progress,"10,000",Stage 1
63131124,28/02/2018,products: SAP on Azure,pr9007,App Migration,Active,Blocked,"3,000",Stage 5
55252101,29/09/2017,products: Disaster Recovery,pr9008,Managed Disks,Active,Completed,"5,000",Stage 3
67676520,30/04/2018,products: EAI,pr9009, Back Up And DR,Inactive,In Progress,"4,000",Stage 0
68484104,20/09/2019,products: Networking apps,pr9010,Managed Disks,Active,Completed,"4,000",Stage 4
98080522,30/06/2018,products: Infrastructure Migration,pr9011,phase projects,Inactive,In Progress,"1,365",Stage 5
85555153,19/12/2018,products: Azure Stack,pr9012,Managed Service ,Active,In Progress,"1,000",Stage 4
41010143,31/03/2017,products: Infrastructure Migration,pr9013, Back Up And DR,Active,In Progress,"3,620",Stage 1
54949520,28/06/2018,products: Infrastructure Migration,pr9014,Manufacturing Images,Inactive,In Progress,"12,285",Stage 1
91313118,30/11/2018,products: EAI,pr9015,Managed disks migration,Active,In Progress,"5,870",Stage 5
71111522,30/04/2018,products: EAI,pr9016,Managed disks migration,Active,In Progress,"1,638",Stage 2
98181961,30/09/2019,products: High Performance Compute,pr9017,Managed Service ,Active,In Progress,"7,000",Stage 4
47171619,31/07/2019,products: Infrastructure Migration,pr9018,Access to All users,Inactive,Blocked,"2,048",Stage 1
70404109,30/11/2018,products: Disaster Recovery,pr9019,Accuvate initial work,Active,In Progress,"5,000",Stage 2
83030594,31/12/2018,products: Datacenter Migration,pr9020,phase projects,-,-,"1,337",Stage 3
93030968,26/01/2018,products: Infrastructure Migration,pr9021,Managed Service ,Active,In Progress,"1,000",Stage 0
23636522,01/07/2018,products: Disaster Recovery,pr9022,Managed Disks,Inactive,Completed,"1,365",Stage 2
92525956,30/04/2019,products: Disaster Recovery,pr9023,Managed Instance,Inactive,In Progress,"2,730",Stage 1
27575845,31/10/2018,products: EAI,pr9024,Acceleration Transfer,Active,Blocked,"3,500",Stage 3
28585106,18/02/2019,products: Azure Stack,pr9025,Account set up,Active,In Progress,"1,000",Stage 3
99191119,31/05/2018,products: Disaster Recovery,pr9026,Achieve Storage,Active,In Progress,600,Stage 5
68181140,01/10/2018,products: Networking apps,pr9027,default method for experimentation,Active,In Progress,"15,000",Stage 3
91313118,30/05/2019,products: EAI,pr9028,Managed Disk implementation,Inactive,Completed,"10,000",Stage 4
75858109,20/03/2019,products: Infrastructure Migration,pr9029,phase projects,Inactive,Completed,137,Stage 5
77272172,29/12/2017,products: Disaster Recovery,pr9030,Account set up,Inactive,Blocked,"1,000",Stage 2
1515106,23/11/2018,products: Infrastructure Migration,pr9031,App Sprint,Active,In Progress,"-2,000",Stage 4
87373132,31/07/2018,products: EAI,pr9032,phase rollout,Active,In Progress,"54,600",Stage 4
90101594,28/02/2018,products: Infrastructure Migration,pr9033,App Sprint,Inactive,In Progress,"1,365",Stage 2
71111522,01/09/2019,products: Disaster Recovery,pr9034,Account setup,Inactive,In Progress,"1,000",Stage 1
14444106,29/03/2019,products: EAI,pr9035,Phase of Data Migration,Active,In Progress,"4,095",Stage 3
19898153,30/04/2019,products: Datacenter Migration,pr9036,Acceleration in Projects,Active,In Progress,"5,000",Stage 3
38686966,31/07/2018,products: EAI,pr9037,phase rollout,-,-,"29,000",Stage 3
61717156,31/05/2019,products: EAI,pr9038, Back Up And DR,Active,In Progress,"2,500",Stage 1
70909614,23/04/2019,products: Infrastructure Migration,pr9039,Managed Disks,Inactive,Completed,"6,825",Stage 2
27575845,12/01/2020,products: Datacenter Migration,pr9040,phase rollout,Active,In Progress,"20,000",Stage 2
18080184,15/12/2017,products: Infrastructure Migration,pr9041,Phase of Data Migration,Active,In Progress,"1,500",Stage 3
19292522,26/07/2019,products: EAI,pr9042,Acceleration in Projects,Active,In Progress,"5,460",Stage 0
96969142,31/03/2019,products: EAI,pr9043,Phase of Data Migration,Active,Completed,"13,650",Stage 4
54343604,27/04/2018,products: EAI,pr9044,phase projects,Active,In Progress,"6,825",Stage 4
75858109,30/05/2019,products: Networking apps,pr9045,App Migration,Active,In Progress,200,Stage 2
83232144,28/04/2019,products: Azure Stack,pr9046,Account set up,Active,In Progress,"1,000",Stage 0
22222956,26/04/2019,products: Datacenter Migration,pr9047,Account set up,Active,In Progress,"35,000",Stage 5
32121521,30/09/2019,products: EAI,pr9048,Account setup,Active,In Progress,"6,825",Stage 3
98585975,02/07/2019,products: Infrastructure Migration,pr9049,App Migration,Inactive,In Progress,"2,000",Stage 1
69797108,28/09/2018,products: Disaster Recovery,pr9050,Phase of Data Migration,Active,In Progress,683,Stage 4
63636160,31/07/2018,products: Infrastructure Migration,pr9051,Managed Instance,Inactive,In Progress,"8,000",Stage 4
62222129,30/04/2018,products: Networking apps,pr9052,phase rollout,Inactive,In Progress,"1,000",Stage 3
68484165,29/08/2019,products: Datacenter Migration,pr9053,Managed Service ,Active,Completed,"6,421",Stage 3
92525956,19/12/2018,products: Infrastructure Migration,pr9054,phase of migration,Active,In Progress,"4,095",Stage 0
45555157,27/03/2019,products: Infrastructure Migration,pr9055,phase rollout,Active,In Progress,"4,853",Stage 3
43838604,10/12/2018,products: Disaster Recovery,pr9056,App production,Active,In Progress,"6,825",Stage 5
24848112,28/02/2018,products: Disaster Recovery,pr9057,Managed Disks,Active,In Progress,683,Stage 5
28585106,26/04/2019,products: Datacenter Migration,pr9058,Managed Disks,Active,In Progress,"13,650",Stage 1
23333619,14/12/2018,products: Infrastructure Migration,pr9059,phase of migration,Active,In Progress,"20,475",Stage 3
54747520,31/05/2019,products: Disaster Recovery,pr9060,Acceleration in Projects,Active,In Progress,"1,365",Stage 4
12727521,30/04/2018,products: Infrastructure Migration,pr9061,phase rollout,Active,In Progress,"1,200",Stage 2
84848124,01/06/2019,products: Datacenter Migration,pr9062,default method for experimentation,Inactive,Completed,500,Stage 4
97575522,30/04/2018,products: EAI,pr9063,App Migration,Active,In Progress,100,Stage 5
30606604,31/01/2018,products: Disaster Recovery,pr9064,App production,Active,Completed,751,Stage 2
74242614,31/03/2019,products: Infrastructure Migration,pr9065,App Sprint,Active,Blocked,"1,500",Stage 5
55252101,19/11/2018,products: EAI,pr9066,Account setup,Inactive,In Progress,"5,000",Stage 2
27575106,15/06/2018,products: SAP on Azure,pr9067,App Sprint,Active,In Progress,"6,825",Stage 3
91111110,31/03/2019,products: EAI,pr9068,Achieve Storage,Active,In Progress,"6,825",Stage 0
75858111,30/04/2018,products: EAI,pr9069,App production,Active,In Progress,100,Stage 2
68888109,30/04/2018,products: EAI,pr9070,App Sprint,Active,In Progress,100,Stage 4
42424520,07/06/2019,products: Disaster Recovery,pr9071,Accuvate initial work,Active,In Progress,"15,000",Stage 5
18484845,29/03/2018,products: Networking apps,pr9072,Managed Instance,Inactive,Completed,"1,365",Stage 1
55252101,31/01/2019,products: SAP on Azure,pr9073,App Migration,Inactive,Completed,"35,000",Stage 3
97575523,31/12/2017,products: Infrastructure Migration,pr9074,Managed Disks,-,-,"10,000",Stage 5
39595961,20/06/2019,products: Datacenter Migration,pr9075,Access to All users,Active,In Progress,"75,000",Stage 5
12929521,30/04/2019,products: SAP on Azure,pr9076,Acceleration Transfer,Inactive,In Progress,"22,000",Stage 2
97575523,08/01/2019,products: Datacenter Migration,pr9077,Manufacturing Images,Inactive,Completed,"13,286",Stage 2
36565111,20/03/2018,products: EAI,pr9078,phase rollout,Inactive,Completed,"4,548",Stage 1
68181520,30/08/2019,products: Datacenter Migration,pr9079,respond to RFPA,Active,In Progress,"2,000",Stage 3
49797521,31/12/2018,products: Infrastructure Migration,pr9080,phase rollout,Inactive,Completed,"5,000",Stage 2
69393112,31/03/2019,products: EAI,pr9081,App Migration,Inactive,Completed,"5,000",Stage 1
24343524,31/03/2019,products: Infrastructure Migration,pr9082,Accuvate initial work,Inactive,Completed,"1,092",Stage 5
41313520,30/07/2018,products: EAI,pr9083,phase projects,Active,In Progress,"2,000",Stage 5
24343524,31/05/2019,products: Datacenter Migration,pr9084,Managed Instance,Inactive,In Progress,"5,000",Stage 3
30606604,30/03/2018,products: Datacenter Migration,pr9085,Account setup,Active,In Progress,"1,365",Stage 2
93636603,03/11/2019,products: Infrastructure Migration,pr9086,phase of migration,Active,In Progress,"1,365",Stage 5
82424111,15/06/2018,products: EAI,pr9087,Managed Disk implementation,Active,Blocked,800,Stage 3
82121111,30/09/2018,products: EAI,pr9088,Account set up,Inactive,In Progress,"13,650",Stage 0
63636160,01/05/2019,products: Networking apps,pr9089,ACT Premium enabled,Active,In Progress,"2,000",Stage 3
27575845,31/12/2018,products: Infrastructure Migration,pr9090,default method for experimentation,Inactive,In Progress,"5,000",Stage 3
19292522,04/12/2017,products: EAI,pr9091,App Migration,Inactive,In Progress,480,Stage 5
14343143,01/03/2019,products: Disaster Recovery,pr9092,App Sprint,Active,In Progress,"5,000",Stage 2
92525956,30/04/2018,products: Infrastructure Migration,pr9093,default method for experimentation,Active,In Progress,"4,955",Stage 5
32020127,28/06/2019,products: EAI,pr9094,Client onboarding,Inactive,In Progress,100,Stage 5
98585975,03/09/2018,products: Infrastructure Migration,pr9095,Acceleration Transfer,Active,In Progress,"3,000",Stage 1
78484119,15/05/2019,products: Datacenter Migration,pr9096,Managed Service ,Active,In Progress,"12,000",Stage 2
79090106,30/04/2018,products: EAI,pr9097,Managed Disk implementation,Inactive,Completed,100,Stage 4
46363521,25/08/2019,products: Datacenter Migration,pr9098,App production,Active,In Progress,"3,000",Stage 3
